Unique Investment Identifier,Business Case ID,Agency Code,Agency Name,Investment Title,Project ID,Agency Project ID,Project Name,Project Description,Start Date,Completion Date (B1),Spent Days,Project Status,Planned Project Completion Date (B2),Projected/Actual Project Completion Date (B2),Lifecycle Cost,Schedule Variance (in days),Schedule Variance (%),Schedule Status,Cost Variance ($ M),Financial Status,Cost Variance (%),Planned Cost ($ M),Projected/Actual Cost ($ M),Updated Date,Updated Time,Unique Project ID
029-555555108,484,29,Department of Veterans Affairs,Medical 21st Century Development Core,2229,1101060604,Beneficiary Travel Enhancement,"The Beneficiary Travel enhancementswill provide more accurate and less burdensome delivery of beneficiary travel benefit services to Veterans, better meet the reporting needs of the Department of Veterans Affairs (VA) (Central Office and field) and Congress, and reducing potential fraud, waste, and abuse.",2010-01-10T00:00:00Z,2012-09-10T00:00:00Z,973,Completed,2012-04-09T00:00:00Z,2012-04-09T00:00:00Z,2.325,0,0,Balanced schedule,0,Balanced budget,0,1.998856,1.998856,2012-03-19T00:00:00Z,8:42:07,1101060604
029-555555242,486,29,Department of Veterans Affairs,Medical 21st Century MyHealtheVet,2817,1011010605,My HealtheVet Capabilities Enhancement, My HealtheVet Capabilities Enhancement is designed to allow for the upgrade of all hardware and software which constitutes the infrastructure for the My HealtheVet application. Phase one includes transition to virtual environments at the AITC as well as the addition of automated testing. The build environment crashed for MHV because of the antiquated hardware. My HealtheVet is currently running on non-supported versions of software. In order to continue to support the many dependent applications we need to create a more robust and flexible system.,2011-06-27T00:00:00Z,2011-11-28T00:00:00Z,154,Completed,2011-11-28T00:00:00Z,2011-11-28T00:00:00Z,19.83,0,0,Balanced schedule,0,Balanced budget,0,1.501,1.501,2011-12-20T00:00:00Z,7:09:20,1011010605
029-555555184,487,29,Department of Veterans Affairs,Medical 21st Century Pharmacy(PRE),2318,1108160603,Pharmacy Re-Engineering - PRE (PPS-N)," The Pharmacy Reengineering (PRE) Program will replace all pharmacy applications with a system that better meets the current and expected business needs for the VA. The first increments deliver enhanced order checking functionality to address known patient safety issues. Pharmacy Re-engineering will subsequently release a Pharmacy Product System (PPS) followed by Dispense and Administration, Activate, Inventory, and Clinical Monitoring domains. The PPS-N project encompasses PPS, and will replace the legacy National Drug File Management System (NDF MS) with a system that better meets the current and expected business needs and cost effective technical architecture for the VA, ensuring more frequent updates of drug information to keep pharamacists updated and veterans safer.",2011-02-22T00:00:00Z,2017-05-30T00:00:00Z,2288,Processing,2012-02-21T00:00:00Z,2012-02-21T00:00:00Z,55.677,0,0,Balanced schedule,0,Balanced budget,0,5.348,5.348,2012-03-19T00:00:00Z,8:42:10,1108160603
029-555555113,492,29,Department of Veterans Affairs,Medical Legacy,2259,1003150604,Annual Surgery Updates (ASU),"The Surgery package is designed to be used by Surgeons, Surgical Residents, Anesthetists, Operating Room Nurses and other surgical staff. The Surgery package is part of the patient information system that stores data on the Department of Veterans Affairs (VA) patients who have, or are about to undergo, surgical procedures. This package integrates booking, clinical, and patient data to provide a variety of administrative and clinical reports. This development effortincludes enhancements to the legacy Veterans Health Information Systems and Technology Architecture (VistA) Surgery software funded in FY09 through FY16. This includes enhancements in support of National Surgical Quality Improvement Program (NSQIP), Continuous Improvement In Cardiac Surgery Program (CICSP), Transplant Assessments, and Surgery Oversight.",2009-01-10T00:00:00Z,2012-04-20T00:00:00Z,1195,Completed,2012-01-27T00:00:00Z,2012-01-27T00:00:00Z,5.6,0,0,Balanced schedule,-0.067989,Under budget,-30.28,0.224559,0.292548,2012-03-19T00:00:00Z,8:42:09,1003150604
029-555555113,492,29,Department of Veterans Affairs,Medical Legacy,2274,1003260617,ePayments Enhancements - Annual Updates,Processes required to make HIPAA 5010 industry standard requirements operational with VA business processes.,2010-01-12T00:00:00Z,2012-01-30T00:00:00Z,748,Completed,2011-05-12T00:00:00Z,2011-01-12T00:00:00Z,3.205615,4,2.4,Excess schedule,0,Balanced budget,0,1.175392,1.175392,2011-12-20T00:00:00Z,7:09:18,1003260617
029-555555113,492,29,Department of Veterans Affairs,Medical Legacy,2280,1010220603,The Genomic Informatics System for Integrative Science (GenISIS),"The GenISIS provides a central infrastructure to support the multiple VA genomic medicine studies which are advancing the goal for personalized medicine within the VA healthcare system. GenISIS supports managing clinical study data, consent, sample tracking, and genomic data sets. The tools can be used for research initiatives to establish processes and expertise around genomic medicine and will provide capabilities that can be built upon as a foundation to move towards making genetic tools available at the clinical bedside for Veterans.",2010-01-06T00:00:00Z,2013-11-02T00:00:00Z,1396,Completed,,,23.558073,0,0,Balanced schedule,0,Balanced budget,0,9.187418,9.187418,2011-12-20T00:00:00Z,7:09:18,1010220603
029-555555113,492,29,Department of Veterans Affairs,Medical Legacy,2304,1109131008,EVH Case Management HUD VASH-At-Risk Tracking,"Patients receiving treatment at VA facilities are not asked about their living situations. Consequently, homeless and at-risk Veterans receiving treatment are not being identified, leading to a missed opportunity for placement into Homeless Programs and an inaccurate measurement of the homeless Veteran population. In order to eliminate Veteran homelessness, an understanding of how many people need assistance, and the types of services, housing and supports needed are required. This is a missed opportunity for identifying homeless and at-risk Veterans.",2012-07-05T00:00:00Z,2012-11-16T00:00:00Z,134,Completed,,,0.4,-56,-93.33,Under schedule,0,Balanced budget,0,0.15,0.15,2011-09-30T00:00:00Z,6:11:45,1109131008
029-555555113,492,29,Department of Veterans Affairs,Medical Legacy,2812,1010070603,Distribution of Mental Health Clinical Reminders,This project provides for the national distribution of VistA Clinical Reminder templates created at local medical centers to support evidenced based therapy.,2011-03-01T00:00:00Z,2013-09-30T00:00:00Z,943,Completed,2012-03-30T00:00:00Z,2012-08-15T00:00:00Z,1.991782,-154,-34.07,Under schedule,0,Balanced budget,0,0.193121,0.193121,2012-08-14T00:00:00Z,6:10:42,1010070603
184-000000005,12,184,U.S. Agency for International Development,Phoenix - Financial Management System,1683,,Preliminary Planning for Phoenix Upgrade,"Initial planning for the next major upgrade of the baseline software. This project includes reviewing release schedules and features with the vendor, coordinating with other USG agencies that use the same COTS product, and deciding upon the software version and deployment timeline. The upgrade is currently planned for FY 2013.",2011-01-12T00:00:00Z,2012-06-30T00:00:00Z,534,Completed,2012-06-30T00:00:00Z,2012-08-31T00:00:00Z,0.048,-62,-29.25,Under schedule,0,Balanced budget,0,0.048,0.048,2012-07-27T00:00:00Z,8:35:03,7
184-000000005,12,184,U.S. Agency for International Development,Phoenix - Financial Management System,3183,,Obligation Tagging (PhoenixMAPPR) Phase 2,"USAID has successfully deployed the first version of PhoenixMAPPR (obligation tagging tool) to several overseas missions. USAID will develop and deploy the next version of the tool, PhoenixMAPPR 1.1, which contains enhancements based on user requests.",2012-11-06T00:00:00Z,2012-07-17T00:00:00Z,112,Completed,2012-07-17T00:00:00Z,2012-07-17T00:00:00Z,0.035,0,0,Balanced schedule,0,Balanced budget,0,0.035,0.035,2012-07-27T00:00:00Z,8:35:03,9
202-000001031,766,202,U.S. Army Corps of Engineers,Operations & Maintenance Business Info Link PLUS (OMBIL),644,,LPMS Integration,Merge duplicate data entry systems into one online application.,2009-01-10T00:00:00Z,2013-09-30T00:00:00Z,1723,Completed,2012-09-30T00:00:00Z,2012-09-30T00:00:00Z,0.605,0,0,Balanced schedule,2.0E-5,Excess budget,0.02,0.125002,0.124982,2012-08-28T00:00:00Z,9:55:20,A
202-000001060,768,202,U.S. Army Corps of Engineers,Real Estate Management Information System (REMIS),1245,,FY 2012 - Integrated T and E / Deploy,"Milestone 40299 - Testing and Deployment of all changes made to REMIS, including O&M and enhancements.",2011-03-10T00:00:00Z,2012-09-28T00:00:00Z,567,Completed,2012-09-28T00:00:00Z,2012-09-28T00:00:00Z,0.7,0,0,Balanced schedule,0,Balanced budget,0,0.7,0.7,2012-04-30T00:00:00Z,7:34:55,C
202-000001060,768,202,U.S. Army Corps of Engineers,Real Estate Management Information System (REMIS),1246,,Build 7 - User Interface (Phase III),"Milestone 24261 - Planning, Design, and Development of a modernized user interface for REMIS.",2010-01-05T00:00:00Z,2012-07-31T00:00:00Z,937,Completed,2011-11-30T00:00:00Z,2012-08-31T00:00:00Z,1.375,-275,-47.58,Under schedule,-0.468881,Under budget,-34.1,1.375,1.843881,2012-08-28T00:00:00Z,9:57:03,D
202-000001060,768,202,U.S. Army Corps of Engineers,Real Estate Management Information System (REMIS),1247,,Build 7 - Training,"Milestone 40293 - Planning, Design, Development, and Delivery of updated user training materials for a modernized user interface for REMIS.",2010-01-09T00:00:00Z,2013-02-28T00:00:00Z,1146,Completed,,,0.5,0,0,Balanced schedule,-0.124301,Under budget,-24.86,0.5,0.624301,2012-08-28T00:00:00Z,9:57:03,E
202-000001060,768,202,U.S. Army Corps of Engineers,Real Estate Management Information System (REMIS),1248,,Build 7.1 - HQIIS Web Service Client,"Milestone 40295 -  Planning, Design, and Development of a web-based interface between REMIS and HQIIS.",2010-01-12T00:00:00Z,2012-06-29T00:00:00Z,898,Completed,,,0.775,-154,-26.74,Under schedule,0,Balanced budget,0,0.775,0.775,2012-07-31T00:00:00Z,8:51:56,F
202-000001060,768,202,U.S. Army Corps of Engineers,Real Estate Management Information System (REMIS),1251,,Build 8 - OutGrant Renewals Module and Business Processes,"Milestone 24254 - Planning, Design, and Development of a capability to manage Real Estate Documentation and automate the Out-grant Renewal process within REMIS.",2011-01-11T00:00:00Z,2013-04-30T00:00:00Z,839,Completed,,,0.8,-120,-28.17,Under schedule,0,Balanced budget,0,0.8,0.8,2012-08-28T00:00:00Z,9:57:03,I
202-000001060,768,202,U.S. Army Corps of Engineers,Real Estate Management Information System (REMIS),1252,,Build 9.2 - GIS Acquisition and Development (Phase II),"Milestone 24251 - Planning, Design, and Development of a capability to interface a GIS feature with REMIS.",2011-01-11T00:00:00Z,2013-04-30T00:00:00Z,839,Completed,,,1.28,-120,-28.17,Under schedule,0,Balanced budget,0,1.28,1.28,2012-08-28T00:00:00Z,9:57:03,J
202-000001060,768,202,U.S. Army Corps of Engineers,Real Estate Management Information System (REMIS),1253,,Build 10 - Timber Harvesting Information System,"Milestone 40290 - Planning, Design, and Development of a capability to manager Timber Harvesting Information with REMIS.",2011-01-11T00:00:00Z,2013-04-30T00:00:00Z,839,Completed,,,0.4,-212,-49.77,Under schedule,0,Balanced budget,0,0.4,0.4,2012-08-28T00:00:00Z,9:57:03,K
202-000002016,825,202,U.S. Army Corps of Engineers,USACE Communications,2068,,IPv6 Transition,Comply with Federal Law and OMB goals for transition from IPv4 to IPv6.,2010-01-07T00:00:00Z,2015-09-30T00:00:00Z,2091,Completed,2012-06-29T00:00:00Z,2012-09-28T00:00:00Z,1.206,-91,-30.13,Under schedule,0.0215,Excess budget,10.75,0.2,0.1785,2012-07-31T00:00:00Z,6:40:09,A
202-000002016,825,202,U.S. Army Corps of Engineers,USACE Communications,2069,,WAN Acceleration,Implement enterprise infrastructure to enable WAN acceleration devices throughout USACE.,2011-01-11T00:00:00Z,2014-01-06T00:00:00Z,1091,Completed,2012-01-06T00:00:00Z,2012-09-21T00:00:00Z,2.4,-112,-52.58,Under schedule,2.5E-4,Excess budget,0.03,0.801,0.80075,2012-08-28T00:00:00Z,9:47:31,B
202-000002017,826,202,U.S. Army Corps of Engineers,Information Assurance,1463,,Host Based Security System (HBSS),"JTF-GNO CTO 07-12 mandated HBSS deployment to monitor, detect and counter attacks against the USACE Unclassified and SIPR computer networks and systems.",2010-01-10T00:00:00Z,2013-09-30T00:00:00Z,1358,Completed,,,2.6,-243,-71.89,Under schedule,0,Balanced budget,0,1.075,1.075,2012-08-28T00:00:00Z,9:54:33,A
202-000002017,826,202,U.S. Army Corps of Engineers,Information Assurance,1464,,Data At Rest (DAR),"Mandated by Army -All Army Activities (ALARACT) 147/2007, 152/2007 and 134/2008 - Army Encryption of Data at Rest (DAR) Protection Strategy.  DAR will provide protection for USACE personally identifiable information (PII) and other types of SBU data on mobile computing devices and portable storage media.",2010-01-10T00:00:00Z,2013-09-30T00:00:00Z,1358,Completed,,,4.5,-274,-81.79,Under schedule,0,Balanced budget,0,1.9,1.9,2012-07-31T00:00:00Z,6:41:42,B
